id,categoria,pregunta,respuesta,rango_min,rango_max,informacion,fuente,activa
25_00458,Historia,¿Cuántos años duró el reinado de Luis XIV en Francia?,72,58,86,"Luis XIV, el Rey Sol, reinó durante 72 años, de 1643 a 1715.",Historia Moderna,SI
25_00459,Historia,¿En qué año se fundó la ciudad de Machu Picchu?,1450,1400,1500,Machu Picchu fue construida alrededor del año 1450 por el Imperio Inca.,Historia Inca,SI
25_00460,Historia,¿Cuántos años duró la Guerra de Vietnam?,19,15,23,"La Guerra de Vietnam duró 19 años, desde 1955 hasta 1975.",Historia Contemporánea,SI
25_00461,Historia,¿En qué año se fundó la Organización de las Naciones Unidas (ONU)?,1945,1940,1960,"La ONU fue fundada el 24 de octubre de 1945, tras la Segunda Guerra Mundial.",Historia Contemporánea,SI
25_00462,Historia,¿Cuántos años duró la construcción del Coliseo Romano?,8,6,10,"El Coliseo Romano se construyó en aproximadamente 8 años, del 70 al 80 d.C.",Historia Antigua,SI
25_00463,Historia,¿En qué año se produjo la Revolución Rusa?,1917,1905,1922,"La Revolución Rusa ocurrió en 1917, liderada por los bolcheviques.",Historia Moderna,SI
25_00464,Historia,¿Cuántos años duró la dinastía Tudor en Inglaterra?,118,94,142,"La dinastía Tudor gobernó Inglaterra durante 118 años, de 1485 a 1603.",Historia Moderna,SI
25_00465,Historia,¿En qué año se celebró el torneo de ajedrez más largo de la historia?,1989,1984,1994,"Un torneo de ajedrez en Yugoslavia duró 20 años, desde 1969 hasta 1989.",Récords Guinness,SI
25_00466,Historia,¿Cuántos días duró la guerra más corta de la historia?,38,30,46,La guerra entre Zanzíbar e Inglaterra en 1896 duró solo 38 minutos.,Récords Guinness,SI
25_00467,Historia,¿En qué año se envió el primer correo electrónico de la historia?,1971,1966,1976,El primer correo electrónico fue enviado por Ray Tomlinson en 1971.,Historia de la Tecnología,SI
25_00468,Historia,¿Cuántos años duró el reinado más largo de un monarca en la historia?,82,66,98,"Luis XIV de Francia reinó durante 82 años, de 1643 a 1715.",Historia Moderna,SI
25_00469,Historia,¿En qué año se construyó la pirámide más antigua conocida?,2630,2625,2635,La pirámide de Djoser en Egipto fue construida alrededor del año 2630 a.C.,Historia Antigua,SI
25_00470,Historia,¿Cuántos años duró la construcción de la Catedral de Notre Dame?,182,146,218,"La construcción de Notre Dame en París duró 182 años, de 1163 a 1345.",Historia Medieval,SI
25_00471,Historia,¿En qué año se descubrió la tumba de Tutankamón?,1922,1917,1927,Howard Carter descubrió la tumba de Tutankamón en 1922.,Egiptología,SI
25_00472,Historia,¿Cuántos años duró la pandemia de la Peste Negra?,7,6,8,"La Peste Negra devastó Europa durante 7 años, de 1347 a 1351.",Historia Medieval,SI
25_00473,Historia,¿En qué año se firmó el Tratado de Tordesillas?,1494,1489,1499,"El Tratado de Tordesillas se firmó en 1494, dividiendo el mundo entre España y Portugal.",Historia Moderna,SI
25_00474,Historia,¿Cuántos años duró la Guerra de los Treinta Años?,30,24,36,"La Guerra de los Treinta Años duró exactamente 30 años, de 1618 a 1648.",Historia Moderna,SI
25_00475,Historia,¿En qué año se inauguró el primer metro del mundo?,1863,1858,1868,El primer metro se inauguró en Londres en 1863.,Historia de la Ingeniería,SI
25_00476,Historia,¿Cuántos años duró la construcción del Canal de Panamá?,34,27,41,"La construcción del Canal de Panamá duró 34 años, de 1881 a 1914.",Historia Contemporánea,SI
25_00477,Historia,¿En qué año se produjo el primer vuelo en avión de la historia?,1903,1898,1908,Los hermanos Wright realizaron el primer vuelo en avión en 1903.,Historia de la Aviación,SI
25_00478,Historia,¿Cuántos años duró la Guerra de los Seis Días?,6,5,7,La Guerra de los Seis Días entre Israel y sus vecinos duró exactamente 6 días en 1967.,Historia Contemporánea,SI
25_00479,Historia,¿En qué año se fundó la ciudad más antigua del mundo?,11000,10995,11005,"Jericó, en el actual Israel, es considerada la ciudad más antigua, fundada alrededor del 11000 a.C.",Arqueología,SI
25_00480,Historia,¿Cuántos años duró la construcción del Taj Mahal?,22,18,26,"El Taj Mahal se construyó en 22 años, de 1632 a 1654.",Historia de la Arquitectura,SI
25_00481,Historia,¿En qué año se escribió el primer libro impreso?,868,863,873,"El primer libro impreso fue el ""Diamante Sutra"" en China, en el año 868.",Historia de la Imprenta,SI
25_00482,Historia,¿Cuántos años duró la Guerra de los Ochenta Años?,80,64,96,"La Guerra de los Ochenta Años duró exactamente 80 años, de 1568 a 1648.",Historia Moderna,SI
25_00483,Historia,¿En qué año se descubrió el primer fósil de dinosaurio?,1824,1819,1829,El primer fósil de dinosaurio fue descubierto en 1824 por William Buckland.,Paleontología,SI
25_00484,Naturaleza,¿Cuántos años puede vivir un árbol de secuoya?,3200,2560,3840,"Las secuoyas son los árboles más longevos, con algunos ejemplares que superan los 3200 años.",National Geographic,SI
25_00485,Naturaleza,¿Cuántos días duró la erupción más larga de un volcán?,2000,1600,2400,El volcán Stromboli en Italia ha estado en erupción continua durante más de 2000 años.,Smithsonian Institution,SI
25_00486,Naturaleza,¿Cuántos kilómetros mide el río Amazonas?,6992,5594,8390,"El río Amazonas es el más largo del mundo, con 6992 kilómetros de longitud.",National Geographic,SI
25_00487,Naturaleza,¿Cuántos kilogramos pesa la flor más grande del mundo?,11,9,13,La flor Rafflesia arnoldii puede pesar hasta 11 kilogramos y mide 1 metro de diámetro.,Royal Botanic Gardens,SI
25_00488,Naturaleza,¿Cuántos años tiene el árbol más antiguo del mundo?,4850,3880,5820,"El árbol Matusalén, un pino bristlecone, tiene aproximadamente 4850 años.",National Park Service,SI
25_00489,Naturaleza,¿Cuántos días duró el terremoto más largo registrado?,32,26,38,El terremoto de Sumatra en 2004 tuvo réplicas que duraron 32 días.,US Geological Survey,SI
25_00490,Naturaleza,¿Cuántos metros de altura tiene la cascada más alta del mundo?,979,783,1175,El Salto Ángel en Venezuela mide 979 metros de altura.,National Geographic,SI
25_00491,Naturaleza,¿Cuántos años tarda en descomponerse una botella de plástico?,450,360,540,Una botella de plástico puede tardar hasta 450 años en descomponerse.,Environmental Protection Agency,SI
25_00492,Naturaleza,¿Cuántos kilómetros recorre una mariposa monarca en su migración?,4000,3200,4800,Las mariposas monarca recorren hasta 4000 kilómetros desde Canadá hasta México.,World Wildlife Fund,SI
25_00493,Naturaleza,¿Cuántos días puede sobrevivir un tardígrado sin agua?,30,24,36,Los tardígrados pueden sobrevivir hasta 30 años en estado de deshidratación.,Scientific American,SI
25_00494,Naturaleza,¿Cuántos años tiene el glaciar más antiguo conocido?,2000000,1600000,2400000,El glaciar más antiguo tiene aproximadamente 2 millones de años.,Nature Geoscience,SI
25_00495,Naturaleza,¿Cuántos metros de profundidad tiene el océano en su punto más profundo?,11034,8827,13241,La Fosa de las Marianas tiene una profundidad de 11034 metros.,NOAA,SI
25_00496,Naturaleza,¿Cuántos kilogramos de CO2 emite un volcán en erupción al día?,300000,240000,360000,Un volcán en erupción puede emitir hasta 300000 kilogramos de CO2 al día.,US Geological Survey,SI
25_00497,Naturaleza,¿Cuántos años tarda en formarse un diamante natural?,1000000,800000,1200000,Los diamantes naturales tardan aproximadamente 1 millón de años en formarse.,Gemological Institute,SI
25_00498,Naturaleza,¿Cuántos días duró la sequía más larga registrada?,173,138,208,"La sequía en el desierto de Atacama duró 173 años, de 1570 a 1743.",Nature Geoscience,SI
25_00499,Naturaleza,¿Cuántos kilómetros cuadrados mide el desierto más grande del mundo?,14000000,11200000,16800000,El desierto del Sahara mide aproximadamente 14 millones de km².,National Geographic,SI
25_00500,Naturaleza,¿Cuántos años tiene el arrecife de coral más antiguo?,20000,16000,24000,El arrecife de coral más antiguo tiene alrededor de 20000 años.,Coral Reef Alliance,SI
25_00501,Naturaleza,¿Cuántos metros de altura puede alcanzar un árbol de eucalipto?,100,80,120,Los eucaliptos pueden crecer hasta 100 metros de altura.,Australian National Botanic Gardens,SI
25_00502,Naturaleza,¿Cuántos días tarda en crecer un bambú en su fase más rápida?,90,72,108,El bambú puede crecer hasta 1 metro por día durante 90 días.,Botanical Society,SI
25_00503,Naturaleza,¿Cuántos años tarda en formarse un metro de suelo fértil?,1000,800,1200,Se necesitan aproximadamente 1000 años para formar un metro de suelo fértil.,FAO,SI
25_00504,Naturaleza,¿Cuántos kilogramos de basura genera una persona al año en promedio?,500,400,600,Una persona genera en promedio 500 kilogramos de basura al año.,World Bank,SI
25_00505,Naturaleza,¿Cuántos años tiene el hielo más antiguo de la Antártida?,800000,640000,960000,El hielo más antiguo de la Antártida tiene aproximadamente 800000 años.,Nature Geoscience,SI
25_00506,Naturaleza,¿Cuántos kilómetros recorre un salmón en su migración?,4800,3840,5760,Los salmones pueden recorrer hasta 4800 kilómetros para desovar.,National Geographic,SI
25_00507,Naturaleza,¿Cuántos días puede sobrevivir un camello sin agua?,15,12,18,Un camello puede sobrevivir hasta 15 días sin agua.,Smithsonian Institution,SI
25_00508,Naturaleza,¿Cuántos años tarda en degradarse una lata de aluminio?,200,160,240,Una lata de aluminio tarda aproximadamente 200 años en degradarse.,Environmental Protection Agency,SI
25_00509,Naturaleza,¿Cuántos metros de altura tiene el árbol más alto del mundo?,116,93,139,El árbol Hyperion en California mide 116 metros de altura.,National Park Service,SI
25_00510,Naturaleza,¿Cuántos días duró la erupción del Monte Vesubio que destruyó Pompeya?,2,2,2,La erupción del Monte Vesubio en el año 79 d.C. duró solo 2 días.,Historia Antigua,SI
25_00511,Naturaleza,¿Cuántos kilogramos de oxígeno produce un árbol adulto al año?,100,80,120,Un árbol adulto puede producir hasta 100 kilogramos de oxígeno al año.,Arbor Day Foundation,SI
25_00512,Naturaleza,¿Cuántos años tiene el bosque más antiguo del mundo?,385,308,462,El bosque de Daintree en Australia tiene aproximadamente 385 millones de años.,UNESCO,SI
25_00513,Naturaleza,¿Cuántos kilómetros de costa tiene el país con más costa del mundo?,202080,161664,242496,"Canadá tiene la costa más larga del mundo, con 202080 kilómetros.",CIA World Factbook,SI
25_00514,Naturaleza,¿Cuántos genes tiene el ser humano?,20000,16000,24000,El genoma humano contiene aproximadamente 20000 genes.,National Human Genome Research Institute,SI
25_00515,Naturaleza,¿Cuántos litros de sangre tiene un cuerpo humano adulto?,5,4,6,Un adulto promedio tiene alrededor de 5 litros de sangre.,American Red Cross,SI
25_00516,Naturaleza,¿Cuántos años vive una tortuga gigante de Galápagos?,150,120,180,Las tortugas gigantes de Galápagos pueden vivir hasta 150 años.,National Geographic,SI
25_00517,Naturaleza,¿Cuántos tipos de células diferentes hay en el cuerpo humano?,200,160,240,El cuerpo humano tiene alrededor de 200 tipos de células diferentes.,Nature Cell Biology,SI
25_00518,Naturaleza,¿Cuántos kilómetros de raíces puede tener un árbol de maíz?,650,520,780,Un solo árbol de maíz puede tener hasta 650 kilómetros de raíces.,Agricultural Research Service,SI
25_00519,Naturaleza,¿Cuántos años tarda en degradarse una bolsa de plástico?,1000,800,1200,Una bolsa de plástico puede tardar hasta 1000 años en degradarse.,Environmental Protection Agency,SI
25_00520,Naturaleza,¿Cuántos litros de agua necesita un árbol de manzana para producir un kilo de manzanas?,700,560,840,Un árbol de manzana necesita aproximadamente 700 litros de agua para producir 1 kg de manzanas.,FAO,SI
25_00521,Naturaleza,¿Cuántos años puede vivir una ballena boreal?,200,160,240,La ballena boreal puede vivir más de 200 años.,Marine Mammal Science,SI
25_00522,Naturaleza,¿Cuántos nanómetros mide un virus de la gripe?,120,96,144,Un virus de la gripe mide aproximadamente 120 nanómetros de diámetro.,Nature Microbiology,SI
25_00523,Naturaleza,¿Cuántos kilogramos de comida consume un elefante al día?,150,120,180,Un elefante adulto puede consumir hasta 150 kg de comida al día.,World Wildlife Fund,SI
25_00524,Naturaleza,¿Cuántos años tarda en formarse un centímetro de suelo fértil?,500,400,600,Se necesitan aproximadamente 500 años para formar 1 cm de suelo fértil.,FAO,SI
25_00525,Naturaleza,¿Cuántos litros de agua puede almacenar un cactus gigante?,3000,2400,3600,Un cactus saguaro puede almacenar hasta 3000 litros de agua.,Desert Botanical Garden,SI
25_00526,Naturaleza,¿Cuántos años tiene el organismo vivo más antiguo conocido?,80000,64000,96000,"Un bosque de álamos en Utah, EE.UU., tiene aproximadamente 80000 años.",Nature Ecology & Evolution,SI
25_00527,Naturaleza,¿Cuántos metros de ADN hay en una sola célula humana?,2,"1,6","2,4","Si se estirara, el ADN de una sola célula humana mediría aproximadamente 2 metros.",Nature Genetics,SI
25_00528,Naturaleza,¿Cuántos años tarda en descomponerse una cáscara de plátano?,2,"1,6","2,4",Una cáscara de plátano tarda aproximadamente 2 años en descomponerse.,Environmental Protection Agency,SI
25_00529,Naturaleza,¿Cuántos kilogramos de miel produce una colmena al año?,30,24,36,Una colmena de abejas puede producir hasta 30 kg de miel al año.,Beekeeping Association,SI
25_00530,Naturaleza,¿Cuántos años puede vivir una medusa inmortal (Turritopsis dohrnii)?,100,80,120,La medusa Turritopsis dohrnii puede revertir su ciclo de vida y es teóricamente inmortal.,Nature Communications,SI
25_00531,Naturaleza,¿Cuántos litros de saliva produce una persona en su vida?,38000,30400,45600,Una persona produce aproximadamente 38000 litros de saliva en su vida.,American Dental Association,SI
25_00532,Naturaleza,¿Cuántos años tarda en formarse una perla natural?,10,8,12,Una perla natural tarda aproximadamente 10 años en formarse.,Gemological Institute,SI
25_00533,Naturaleza,¿Cuántos kilómetros puede viajar una semilla de diente de león?,150,120,180,Una semilla de diente de león puede viajar hasta 150 km gracias al viento.,Botanical Society,SI
25_00534,Enfermedades,¿Cuántos casos de COVID-19 se registraron en el pico de la pandemia?,900000,720000,1080000,"En enero de 2021, se registraron 900000 casos diarios de COVID-19 en todo el mundo.",Johns Hopkins University,SI
25_00535,Enfermedades,¿Cuántos años tardó en erradicarse la viruela?,184,147,221,"La viruela fue erradicada en 1980, después de 184 años de esfuerzos globales.",World Health Organization,SI
25_00536,Enfermedades,¿Cuántos días tarda en incubarse el virus del Ébola?,21,17,25,El período de incubación del Ébola puede durar hasta 21 días.,Centers for Disease Control,SI
25_00537,Enfermedades,¿Cuántos millones de personas murieron por la gripe española?,50,40,60,La gripe española de 1918 causó aproximadamente 50 millones de muertes.,History of Medicine,SI
25_00538,Enfermedades,¿Cuántos días duró la pandemia de COVID-19 hasta ser declarada bajo control?,900,720,1080,"La OMS declaró el COVID-19 bajo control en mayo de 2023, después de aproximadamente 900 días.",World Health Organization,SI
25_00539,Enfermedades,¿Cuántos tipos de coronavirus pueden infectar a los humanos?,7,6,8,Existen 7 tipos de coronavirus conocidos que pueden infectar a los humanos.,Nature Microbiology,SI
25_00540,Enfermedades,¿Cuántos años tardó en desarrollarse la vacuna contra el COVID-19?,1,1,1,"La vacuna contra el COVID-19 se desarrolló en aproximadamente 1 año, un récord histórico.",New England Journal of Medicine,SI
25_00541,Enfermedades,¿Cuántos casos de polio se registraron en 2022?,30,24,36,"En 2022, se registraron 30 casos de polio en todo el mundo.",World Health Organization,SI
25_00542,Enfermedades,¿Cuántos días puede sobrevivir el virus del COVID-19 en superficies?,28,22,34,El virus del COVID-19 puede sobrevivir hasta 28 días en superficies como el acero.,The Lancet,SI
25_00543,Enfermedades,¿Cuántos millones de dosis de vacunas contra el COVID-19 se administraron en 2021?,8000,6400,9600,"En 2021, se administraron aproximadamente 8000 millones de dosis de vacunas contra el COVID-19.",Our World in Data,SI
25_00544,Enfermedades,¿Cuántos años tiene el virus del VIH conocido?,40,32,48,"El virus del VIH fue identificado por primera vez en 1983, hace 40 años.",Nature Medicine,SI
25_00545,Enfermedades,¿Cuántos días dura el período de contagio de la gripe común?,7,6,8,Una persona con gripe puede ser contagiosa durante 7 días.,Centers for Disease Control,SI
25_00546,Enfermedades,¿Cuántos casos de dengue se registraron en 2020?,5000000,4000000,6000000,"En 2020, se registraron aproximadamente 5 millones de casos de dengue en el mundo.",World Health Organization,SI
25_00547,Enfermedades,¿Cuántos años tardó en desarrollarse la vacuna contra la polio?,20,16,24,"La vacuna contra la polio tardó 20 años en desarrollarse, desde 1935 hasta 1955.",History of Vaccines,SI
25_00548,Tecnología,¿Cuántos años tiene el primer dominio web registrado?,33,26,40,"El primer dominio web, ""symbolics.com"", fue registrado en 1985.",Internet Archive,SI
25_00549,Tecnología,¿Cuántos exabytes de datos existen en el mundo?,100,80,120,Se estima que existen 100 exabytes de datos en el mundo (1 exabyte = 1 billón de GB).,IDC,SI
25_00550,Tecnología,¿Cuántos años tardó en desarrollarse el primer cohete reutilizable?,15,12,18,"SpaceX tardó 15 años en desarrollar el Falcon 9, el primer cohete reutilizable.",SpaceX,SI
25_00551,Tecnología,¿Cuántos kilómetros de fibra óptica hay instalados en el mundo?,5000000,4000000,6000000,Hay aproximadamente 5 millones de kilómetros de fibra óptica instalados en el mundo.,Fiber Broadband Association,SI
25_00552,Tecnología,¿Cuántos años tiene el primer mensaje de texto enviado?,30,24,36,"El primer SMS fue enviado en 1992 y decía ""Feliz Navidad"".",BBC News,SI
25_00553,Tecnología,¿Cuántos terabytes de datos puede almacenar el ADN?,215000,172000,258000,Un gramo de ADN puede almacenar hasta 215000 terabytes de datos.,Nature Genetics,SI
25_00554,Tecnología,¿Cuántos años tardó en desarrollarse el primer ordenador personal?,10,8,12,"El Altair 8800, el primer ordenador personal, tardó 10 años en desarrollarse (1965-1975).",Computer History Museum,SI
25_00555,Tecnología,¿Cuántos millones de usuarios activos tiene TikTok?,1000,800,1200,TikTok superó los 1000 millones de usuarios activos en 2021.,TikTok Official,SI
25_00556,Tecnología,¿Cuántos años tiene el primer satélite artificial?,65,52,78,"El Sputnik 1, lanzado en 1957, fue el primer satélite artificial.",NASA,SI
25_00557,Tecnología,¿Cuántos kilómetros de cables submarinos de internet hay en el mundo?,1200000,960000,1440000,Hay aproximadamente 1.2 millones de kilómetros de cables submarinos de internet.,TeleGeography,SI
25_00558,Tecnología,¿Cuántos años tardó en desarrollarse el primer iPhone?,3,2,4,Apple tardó 3 años en desarrollar el primer iPhone (2004-2007).,Apple Inc.,SI
25_00559,Tecnología,¿Cuántos petabytes de datos procesa Google al día?,2500,2000,3000,Google procesa aproximadamente 2500 petabytes de datos al día.,Google Cloud,SI
25_00560,Tecnología,¿Cuántos años tiene el primer video subido a YouTube?,18,14,22,"El primer video, ""Me at the zoo"", fue subido en 2005.",YouTube,SI
25_00561,Tecnología,¿Cuántos millones de dispositivos IoT hay en el mundo?,15000,12000,18000,Se estima que hay 15000 millones de dispositivos IoT (Internet de las cosas) en el mundo.,IoT Analytics,SI
25_00562,Tecnología,¿Cuántos años tardó en desarrollarse el primer ordenador portátil?,10,8,12,"El Osborne 1, el primer portátil, tardó 10 años en desarrollarse (1971-1981).",Computer History Museum,SI
25_00563,Tecnología,¿Cuántos terabits por segundo es la capacidad de un cable de fibra óptica?,200,160,240,Un cable de fibra óptica moderno puede transmitir hasta 200 terabits por segundo.,Nature Communications,SI
25_00564,Tecnología,¿Cuántos años tiene el primer correo electrónico enviado?,52,42,62,El primer correo electrónico fue enviado en 1971 por Ray Tomlinson.,History of the Internet,SI
25_00565,Tecnología,¿Cuántos millones de líneas de código tiene Windows 10?,50,40,60,Windows 10 tiene aproximadamente 50 millones de líneas de código.,Microsoft,SI
25_00566,Tecnología,¿Cuántos años tardó en desarrollarse el primer GPS funcional?,20,16,24,El primer sistema GPS funcional tardó 20 años en desarrollarse (1973-1993).,U.S. Department of Defense,SI
25_00567,Tecnología,¿Cuántos millones de usuarios activos tiene WhatsApp?,2000,1600,2400,WhatsApp superó los 2000 millones de usuarios activos en 2020.,WhatsApp Official,SI
25_00568,Tecnología,¿Cuántos años tiene el primer motor de búsqueda de internet?,30,24,36,"Archie, el primer motor de búsqueda, fue creado en 1990.",Internet History,SI
25_00569,Tecnología,¿Cuántos petabytes de datos almacena Facebook al año?,4000,3200,4800,Facebook almacena aproximadamente 4000 petabytes de datos al año.,Facebook Engineering,SI
25_00570,Tecnología,¿Cuántos años tardó en desarrollarse el primer avión no tripulado?,15,12,18,El primer dron funcional tardó 15 años en desarrollarse (1980-1995).,Smithsonian Institution,SI
25_00571,Tecnología,¿Cuántos millones de transistores tiene un chip moderno?,50000,40000,60000,Un chip moderno como el Apple M1 tiene aproximadamente 50000 millones de transistores.,Apple Inc.,SI
25_00572,Tecnología,¿Cuántos años tardó en desarrollarse el primer ordenador cuántico comercial?,20,16,24,"El primer ordenador cuántico comercial, D-Wave One, tardó 20 años en desarrollarse.",D-Wave Systems,SI
25_00573,Tecnología,¿Cuántos terabits por segundo es la velocidad de transmisión de datos en un cable submarino moderno?,250,200,300,Los cables submarinos modernos pueden transmitir hasta 250 terabits por segundo.,Submarine Cable Networks,SI
25_00574,Tecnología,¿Cuántos años tiene el primer robot autónomo?,60,48,72,"""Shakey"", el primer robot autónomo, fue creado en 1966.",Stanford Research Institute,SI
25_00575,Tecnología,¿Cuántos millones de dispositivos están conectados a Internet en 2023?,30000,24000,36000,Se estima que hay 30000 millones de dispositivos conectados a Internet en 2023.,Statista,SI
25_00576,Tecnología,¿Cuántos años tardó en desarrollarse el primer sistema operativo gráfico?,10,8,12,"El primer sistema operativo gráfico, Xerox Alto, tardó 10 años en desarrollarse.",Xerox PARC,SI
25_00577,Tecnología,¿Cuántos petabytes de datos se almacenan en la nube globalmente?,100000,80000,120000,Se estima que hay 100000 petabytes de datos almacenados en la nube en 2023.,IDC,SI
25_00578,Tecnología,¿Cuántos años tiene el primer videojuego de realidad virtual?,30,24,36,"""Virtual Boy"", lanzado en 1995, fue el primer intento de realidad virtual en videojuegos.",Nintendo,SI
25_00579,Tecnología,¿Cuántos millones de transistores tiene el procesador más avanzado?,100000,80000,120000,El procesador Apple M2 Ultra tiene aproximadamente 100000 millones de transistores.,Apple Inc.,SI
25_00580,Tecnología,¿Cuántos años tardó en desarrollarse el primer vehículo autónomo?,30,24,36,El primer vehículo autónomo funcional tardó 30 años en desarrollarse (1980-2010).,Carnegie Mellon University,SI
25_00581,Tecnología,¿Cuántos exabytes de datos se generan al año en el mundo?,100,80,120,Se generan aproximadamente 100 exabytes de datos al año en el mundo.,Statista,SI
25_00582,Tecnología,¿Cuántos años tiene el primer teléfono móvil?,50,40,60,"El primer teléfono móvil, el Motorola DynaTAC 8000X, fue lanzado en 1983.",Motorola,SI
25_00583,Tecnología,¿Cuántos millones de usuarios activos tiene Instagram?,2000,1600,2400,Instagram superó los 2000 millones de usuarios activos en 2023.,Instagram Official,SI
25_00584,Tecnología,¿Cuántos años tardó en desarrollarse el primer ordenador portátil moderno?,10,8,12,"El primer portátil moderno, el Grid Compass, tardó 10 años en desarrollarse.",Computer History Museum,SI
25_00585,Tecnología,¿Cuántos terabits por segundo es la velocidad de internet más rápida en un laboratorio?,1000,800,1200,Científicos lograron una velocidad de 1000 terabits por segundo en un laboratorio.,Nature Photonics,SI
25_00586,Tecnología,¿Cuántos años tiene el primer sistema de reconocimiento facial?,60,48,72,El primer sistema de reconocimiento facial fue desarrollado en 1964.,MIT Technology Review,SI
25_00587,Tecnología,¿Cuántos millones de líneas de código tiene el sistema operativo Linux?,30,24,36,El kernel de Linux tiene aproximadamente 30 millones de líneas de código.,Linux Foundation,SI
25_00588,Tecnología,¿Cuántos años tardó en desarrollarse el primer dron comercial?,20,16,24,"El primer dron comercial, el DJI Phantom, tardó 20 años en desarrollarse.",DJI,SI
25_00589,Tecnología,¿Cuántos petabytes de datos procesa Amazon Web Services al día?,1000,800,1200,Amazon Web Services procesa aproximadamente 1000 petabytes de datos al día.,Amazon AWS,SI
25_00590,Tecnología,¿Cuántos años tiene el primer sistema de inteligencia artificial?,70,56,84,"El primer sistema de IA, el Logic Theorist, fue creado en 1956.",Stanford University,SI
25_00591,Tecnología,¿Cuántos millones de usuarios activos tiene Netflix?,250,200,300,Netflix superó los 250 millones de usuarios activos en 2023.,Netflix Official,SI
25_00592,Tecnología,¿Cuántos años tardó en desarrollarse el primer ordenador cuántico de IBM?,30,24,36,El primer ordenador cuántico de IBM tardó 30 años en desarrollarse (1990-2020).,IBM Research,SI
25_00593,Tecnología,¿Cuántos terabits por segundo es la velocidad de transmisión de datos en fibra óptica experimental?,1000,800,1200,Científicos lograron una velocidad de 1000 terabits por segundo en fibra óptica experimental.,Nature Communications,SI
25_00594,Tecnología,¿Cuántos años tiene el primer sistema de almacenamiento en la nube?,20,16,24,"El primer servicio de almacenamiento en la nube, Dropbox, fue lanzado en 2007.",Dropbox,SI
25_00595,Tecnología,¿Cuántos millones de transistores tiene el procesador AMD Ryzen 9?,20000,16000,24000,El AMD Ryzen 9 tiene aproximadamente 20000 millones de transistores.,AMD,SI
25_00596,Tecnología,¿Cuántos años tardó en desarrollarse el primer sistema de realidad aumentada?,20,16,24,El primer sistema de realidad aumentada funcional tardó 20 años en desarrollarse.,MIT Media Lab,SI
25_00597,Tecnología,¿Cuántos petabytes de datos almacena Google al año?,10000,8000,12000,Google almacena aproximadamente 10000 petabytes de datos al año.,Google Cloud,SI
25_00598,Tecnología,¿Cuántos años tiene el primer sistema de reconocimiento de voz?,70,56,84,"El primer sistema de reconocimiento de voz, ""Audrey"", fue creado en 1952.",Bell Labs,SI
25_00599,Tecnología,¿Cuántos millones de usuarios activos tiene Twitter?,400,320,480,Twitter superó los 400 millones de usuarios activos en 2023.,Twitter Official,SI
25_00600,Tecnología,¿Cuántos años tardó en desarrollarse el primer sistema de blockchain?,10,8,12,"El primer sistema de blockchain, Bitcoin, tardó 10 años en desarrollarse (2008-2018).",Bitcoin Whitepaper,SI
25_00601,Argentina,¿En qué año se declaró la independencia de Argentina?,1816,1811,1821,Argentina declaró su independencia el 9 de julio de 1816 en Tucumán.,Historia Argentina,SI
25_00602,Argentina,¿En qué año se fundó la Universidad de Buenos Aires (UBA)?,1821,1816,1826,La UBA es la universidad más antigua de Argentina.,UBA,SI
25_00603,Argentina,¿En qué año se construyó el Obelisco de Buenos Aires?,1936,1931,1941,El Obelisco fue construido para conmemorar los 400 años de la fundación de Buenos Aires.,Gobierno de Buenos Aires,SI
25_00604,Argentina,¿En qué año se creó la bandera argentina?,1812,1807,1817,La bandera argentina fue creada por Manuel Belgrano en 1812.,Ministerio de Cultura,SI
25_00605,Argentina,¿En qué año se fundó la ciudad de Buenos Aires?,1536,1531,1541,Buenos Aires fue fundada por Pedro de Mendoza en 1536.,Gobierno de Buenos Aires,SI
25_00606,Argentina,¿En qué año se inauguró el Teatro Colón?,1908,1903,1913,El Teatro Colón es uno de los teatros de ópera más importantes del mundo.,Teatro Colón,SI
25_00607,Argentina,¿En qué año se fundó la Asociación del Fútbol Argentino (AFA)?,1893,1888,1898,La AFA es una de las asociaciones de fútbol más antiguas del mundo.,AFA,SI
25_00608,Argentina,¿En qué año se creó el mate como bebida tradicional?,1500,1495,1505,El mate se consume en la región desde el siglo XVI.,Instituto Nacional de la Yerba Mate,SI
25_00609,Argentina,¿En qué año se fundó el Mercado de San Telmo?,1897,1892,1902,El Mercado de San Telmo es un ícono histórico de Buenos Aires.,Gobierno de Buenos Aires,SI
25_00610,Argentina,¿En qué año comenzó la Guerra de las Malvinas?,1982,1977,1987,La Guerra de las Malvinas comenzó el 2 de abril de 1982.,Ministerio de Defensa,SI
25_00611,Argentina,¿En qué año se inauguró el Festival de Cosquín?,1961,1956,1966,El Festival Nacional de Folclore de Cosquín es el más importante de Argentina.,Festival de Cosquín,SI
25_00612,Argentina,¿En qué año se fundó el Parque Nacional Nahuel Huapi?,1934,1929,1939,Fue el primer parque nacional de Argentina.,Parques Nacionales Argentina,SI
25_00613,Argentina,¿En qué año se creó el Gauchito Gil como figura popular?,1878,1873,1883,El Gauchito Gil es una figura legendaria de la cultura argentina.,Folclore Argentino,SI
25_00614,Argentina,¿En qué año se fundó la Ruta 40?,1935,1930,1940,"La Ruta 40 es la carretera más larga de Argentina, con 5194 km.",Vialidad Nacional,SI
